"","RIVTYPE","DDef14","B14","C14","D14","E14","F14","A14","tot_leng14","B18","C18","A18","D18","F18","DDef18","E18","tot_leng18","B","C","A","D","F","DDef","E","tot_leng24","eoo_km2","prp18_cdef","prp18_def","prp18_ef","prp18_f","prp24_cdef","prp24_def","prp24_ef","prp24_f","pes_decline1418","pes_decline1824","D3_18","D3_24","B1_18","B1_24","RLE_18","RLE_24","A3sa_24","A3sa_18","zone"
"103","22_P_L",71199.5729055397,3512.79960549371,193152.413330938,540209.66305083,174131.068685969,0,0,982205.51757877,1335.84030426459,200854.836024696,0,591270.298923668,23867.9549738389,10704.6390517962,154171.948300506,982205.51757877,5298.1806736871,206256.283085957,0,637636.758714571,15051.7617275348,10704.6390517962,107257.894325225,982205.51757877,15528.0475746544,0.987741384933632,0.783247689439208,0.181265427741875,0.0243003674349903,0.983707259388105,0.773714259558092,0.124525523287901,0.0153244524268595,"decline1418","nodecline1824","VU","EN","EN","LC","EN","EN","CR","CR","Lower foothill"
"104","22_P_M",37699.3697595484,7031.32552900574,39757.2412002472,45633.6509000309,12907.1097914316,0,0,143028.697180264,15053.7462547147,57978.7687649301,0,51956.6084450062,1251.174117851,0,16788.399597762,143028.697180264,18922.7174568226,42076.4199361093,0,67915.2509912371,1039.29742895122,0,13075.0113671436,143028.697180264,13809.7987554237,0.894750168662014,0.489385581638911,0.126125554320593,0.00874771386803661,0.867699854435689,0.573518191834939,0.0986816567189038,0.00726635597918759,"decline1418","decline1824","LC","EN","EN","EN","EN","EN","CR","CR","Mountain stream"
"105","22_P_U",18503.8327500005,22311.4066482287,169602.633750641,303319.727038316,120395.622544068,0,0,634133.222731253,44714.7147090944,173025.787767041,0,305547.095201817,17785.6869914194,0,93059.9380618821,634133.222731253,56129.4243304556,151333.608938723,0,392575.664614519,3904.73088238685,0,30189.7939651694,634133.222731253,13959.7377127956,0.929486875775874,0.656632873549327,0.174798640222447,0.028047240475456,0.911486384377241,0.672839987194455,0.0537655552893268,0.00615758762105055,"nodecline1418","decline1824","VU","EN","LC","EN","VU","EN","CR","CR","Upper foothill"
"106","23_N_F",77.5114074215241,0,0,2169.65385268017,0,0,0,2247.16526010169,0,0,0,2169.65385268017,77.5114074215241,0,0,2247.16526010169,0,0,0,0,77.5114074215241,0,2169.65385268017,2247.16526010169,0.236692548111916,1,1,0.0344929715663264,0.0344929715663264,1,1,1,0.0344929715663264,"decline1418",NA,"EN","CR","CR","LC","CR","CR","CR","CR","Lowland river"
"107","23_N_L",929.400964546208,1400.39257779639,32989.363893548,28375.9369599994,725.865290879694,0,4816.68924953948,69237.6489363092,1400.39257779639,25021.7316374074,4816.68924953948,30972.6437583491,7026.19171321674,0,0,69237.6489363091,3795.5024066522,1044.74501953658,237.253630438504,30608.9069371363,522.636237555918,0,33028.6047049897,69237.6489363091,9681.8190951875,0.91020663002213,0.548817529990375,0.101479351496756,0.101479351496756,0.941754867488346,0.926665605568179,0.484580881326704,0.0075484399829446,"decline1418","decline1824","VU","EN","EN","EN","EN","EN","CR","CR","Lower foothill"
"108","23_N_M",29450.7742306528,22476.4595390464,9765.27974571796,19752.1701026871,0,0,39662.0435409307,121106.727159035,27952.8575157367,11719.7443151674,52485.4063802324,27760.6932602842,1188.02568761437,0,0,121106.727159035,13197.9438039617,11359.3212044215,63145.9686123397,25017.4861484247,651.741690023709,0,7734.26569986375,121106.727159035,14445.560083006,0.335806806253305,0.239034772278865,0.00980974150225594,0.00980974150225594,0.369614601870563,0.275818646262708,0.0692447693584776,0.00538154820390657,"decline1418","decline1824","LC","LC","EN","EN","EN","EN","LC","LC","Mountain stream"
"109","23_N_U",15716.3037093048,61080.7808143636,55313.526978196,148122.647956689,0,0,129145.84252989,409379.101988443,62628.9949543253,53425.678162687,136236.782827016,147806.235413073,9281.41063134165,0,0,409379.101988443,52953.5566225479,74353.4929378653,107304.863774195,121659.714972285,4828.74815075614,0,48278.7255307929,409379.101988443,16403.3587874923,0.514225868356721,0.383721702650199,0.0226719209316251,0.0226719209316251,0.608532971960871,0.426907938888313,0.129726880105981,0.0117952971397462,"decline1418","decline1824","LC","EN","EN","EN","EN","EN","VU","LC","Upper foothill"
"110","23_P_F",2470.78652722216,22364.1991111735,42563.2674215584,30110.6910383696,3467.94942552025,0,13306.8682786573,114283.761802501,36230.6551785401,49163.9033674528,0,16126.9676104366,11301.4663494942,0,1460.76929657765,114283.761802501,13306.8682786573,28055.2889958374,13655.007003809,37544.1739753071,1572.09528913966,0,20150.3282597507,114283.761802501,2588.3931801596,0.682976351083439,0.252784847128441,0.111671469723991,0.0988895200091922,0.764079560759818,0.518591588073717,0.19007445332811,0.0137560687917892,"nodecline1418","decline1824","LC","EN","LC","EN","LC","EN","EN","EN","Lowland river"
"111","23_P_L",12555.9804921449,112146.55467322,114440.671959497,267360.847344419,14227.4780968294,0,126732.358529217,647463.891095327,105965.277512425,106749.384929305,130466.514973801,237227.880365394,55437.3165490273,0,11617.5167653749,647463.891095327,110542.794881022,191584.13033892,65229.4114195609,173666.617992219,1215.08192426112,0,105225.854539344,647463.891095327,17565.6700466385,0.634834010455394,0.469960901085982,0.103565363623544,0.0856222521618046,0.728521993708057,0.432622665616087,0.164396714515673,0.0018766790565039,"decline1418","nodecline1824","LC","EN","EN","LC","EN","EN","EN","VU","Lower foothill"
"112","23_P_M",86133.5926315507,90795.5979709632,44296.7091549961,91953.1431651927,0,0,21368.8993251128,334547.942247815,121217.913650865,59575.8980215421,27867.1742510894,122837.946951798,3049.00937252165,0,0,334547.942247815,83436.9892939135,90917.6169721044,30850.2216541646,98049.289945907,2235.36055969526,0,29058.4638220308,334547.942247815,12044.6205554207,0.55436854012535,0.376289734375556,0.00911381894037508,0.00911381894037508,0.658383159734338,0.386620564629934,0.0935406273058026,0.00668173459587273,"decline1418","decline1824","LC","EN","EN","EN","EN","EN","EN","LC","Mountain stream"
"113","23_P_U",52775.8703395544,346719.03830877,222470.796842139,364311.366212643,14988.0164998329,0,118085.782578408,1119350.87078135,350408.018848083,225488.945057349,120144.280960532,373414.749946398,34906.8594691522,0,14988.0164998329,1119350.87078135,242074.771718781,313323.898388504,140548.99437765,227801.716420544,19864.7804853336,0,175736.709390533,1119350.87078135,17795.4970461043,0.579620374547837,0.37817420521583,0.0445748310662917,0.0311849129529742,0.658173521740019,0.378257807581693,0.17474546630703,0.0177466967720919,"decline1418","nodecline1824","LC","EN","EN","LC","EN","EN","EN","LC","Upper foothill"
"114","24_N_F",5791.89647831821,0,0,25095.145134852,12558.2779096002,3807.64794288514,0,47252.9674656556,0,0,0,22589.4610796769,4904.486519581,3648.91482150512,16110.1050448925,47252.9674656556,0,0,0,33266.249509504,0,3648.91482150512,10337.8031346464,47252.9674656556,6008.40322802344,0.922779139232743,0.922779139232743,0.444725330313856,0.103792137988914,0.922779139232743,0.922779139232743,0.218775744447375,0,"decline1418","nodecline1824","EN","EN","EN","LC","EN","EN","CR","CR","Lowland river"
"115","24_N_L",12407.186994752,0,5215.09802492148,335095.399972049,77482.1682784166,5530.4349367991,10031.8299925679,445762.118199506,0,5215.09802492148,10031.8299925679,347491.598229987,11747.5537838422,9267.46061165467,62008.5775565326,445762.118199506,0,2495.43098044831,10031.8299925679,282320.271656856,3085.99461448327,9267.46061165467,138561.130343496,445762.118199506,9814.62488011719,0.95670495581326,0.945005670898727,0.165460743138708,0.0263538629780659,0.95670495581326,0.951106833230462,0.317763935459817,0.00692296291786306,"decline1418","decline1824","EN","EN","EN","EN","EN","EN","CR","CR","Lower foothill"
"116","24_N_M",31122.6948576947,286.845371893937,5833.26379366072,35161.1507108467,4669.81683488384,604.311179038296,2636.532207778,80314.6149557962,545.950904096523,9236.44640572714,5375.14812461164,55600.0593628691,2645.63334394544,0,6911.37681454636,80314.6149557962,5809.45538512664,9275.0655226414,5376.07538563295,44595.7853466606,1522.16955747506,0,13736.0637582596,80314.6149557962,11630.3070563203,0.926276194787623,0.811272886724568,0.118994658241863,0.0329408706672074,0.860728576275739,0.74524442027566,0.189980781506984,0.0189525848852395,"decline1418","nodecline1824","VU","EN","EN","LC","EN","EN","CR","CR","Mountain stream"
"117","24_N_U",29475.3336398842,0,5307.7539471011,324952.93471929,53976.2321160366,10506.4772632097,4927.25931304577,429145.990998568,0,5393.02814164095,5471.08055792296,332912.292753311,30000.0746096825,0,55369.5149360099,429145.990998567,99.611476048849,53417.1286574465,5471.08055792296,220716.443301983,8714.31746019852,0,140727.409544968,429145.990998568,12067.1490173984,0.987251236938757,0.974684352347591,0.198929015617851,0.0699064543044576,0.987019121346073,0.862546028790433,0.348230509289938,0.0203061840095988,"decline1418","nodecline1824","EN","EN","EN","LC","EN","EN","CR","CR","Upper foothill"
"118","24_P_F",124366.998051081,0,144.823997730131,147423.163569602,31884.239612941,11582.8355100831,2779.40031028552,318181.461051723,48.8427335572972,80975.8459352058,0,152551.185411815,34204.9914318303,0,50400.5955393144,318181.461051723,48.8427335572972,80024.6058087185,2779.40031028552,175531.479099822,9451.4151396152,0,50345.7179597247,318181.461051723,9267.58775703906,0.999846494093666,0.74535069264896,0.265903571790411,0.107501522303558,0.991111226171084,0.739605039908051,0.187934057822493,0.0297044809222207,"decline1418","nodecline1824","VU","EN","EN","LC","EN","EN","CR","CR","Lowland river"
"119","24_P_L",10745.4988712495,0,69278.4695455686,426298.228589118,43683.0264779661,8362.8383624951,0,558368.061846397,0,79182.1278931932,0,401981.385548577,4872.46991254635,7862.9268619607,64469.15163012,558368.061846397,0,53966.0133134822,0,379837.353028574,1095.98208166137,3931.46343098035,119537.2499917,558368.061846397,12239.5044381719,0.985918021822452,0.844108105919748,0.124186224608494,0.00872626900692383,0.992959010911226,0.896309476310288,0.216046081995547,0.00196283089336665,"nodecline1418","decline1824","VU","EN","LC","EN","VU","EN","CR","CR","Lower foothill"
"120","24_P_M",24414.7975009582,3206.16330814083,12759.3703236021,27592.749020804,0,0,10823.0196226221,78796.0997761272,4550.04899738033,17678.8335759119,12524.6268042294,42222.0419205915,1332.80596327681,0,487.742514737273,78796.0997761272,4550.04899738033,7186.80278041574,12524.6268042294,43057.7918385624,637.71879393411,0,10839.1105616052,78796.0997761272,5143.70412430469,0.783305571594004,0.558943786859221,0.0231045506463716,0.0169146184527348,0.783305571594004,0.692097976283644,0.145652251674219,0.00809327867427417,"decline1418","decline1824","LC","EN","EN","EN","EN","EN","EN","EN","Mountain stream"
"121","24_P_U",14324.2218761933,5578.61132744815,62377.8445382742,268324.020626869,43456.7042103596,0,5632.30358683484,399693.706165979,1099.09653119345,65919.5451768113,3117.0811451359,272389.821612808,14114.2546365932,0,43053.9070634373,399693.706165979,4167.40934768583,20626.0980691616,5659.95265384218,247298.557171439,3471.40934832915,0,118470.279575522,399693.706165979,11925.5526486406,0.989451478441398,0.824526326606665,0.14302992721204,0.0353126767293454,0.975412767702059,0.923808006979116,0.305087838619137,0.00868517390886208,"decline1418","decline1824","VU","EN","EN","EN","EN","EN","CR","CR","Upper foothill"
"122","25_N_F",0,24080.4290621342,0,0,0,0,0,24080.4290621342,24080.4290621342,0,0,0,0,0,0,24080.4290621342,21909.6116892388,0,0,2170.81737289537,0,0,0,24080.4290621342,1057.42420660938,0,0,0,0,0.0901486168412556,0.0901486168412556,0,0,"nodecline1418","decline1824","LC","LC","LC","CR","LC","CR","LC","LC","Lowland river"
"123","25_N_L",98322.5252586118,489876.928757655,35499.9678381262,216541.513534591,30981.92678444,0,6024.93501823153,877247.797191655,494731.458539053,42134.6597424189,5049.30913098046,222743.450014673,2198.4404630342,79408.5525170551,30981.92678444,877247.797191655,336433.418235067,147899.992589969,152722.253838422,129199.768655317,601.884571385795,79408.5525170551,30981.92678444,877247.797191655,35610.6397632891,0.339765432251577,0.291734921514126,0.0378232551323525,0.00250606552683528,0.351877284376552,0.183281828151477,0.0360032951429864,0.000686105537469135,"decline1418","nodecline1824","LC","LC","VU","LC","VU","LC","LC","LC","Lower foothill"
"124","25_N_M",21843.2109332238,16097.7073341036,376.659078870845,11896.5758514535,414.298065311204,0,0,50628.4512629629,22083.5302682844,438.079766283805,0,18710.4174233542,114.225179225756,8460.7031400033,821.495485811515,50628.4512629629,12156.6706231075,8612.22387423791,4387.93818807874,16189.419951724,0,8460.7031400033,821.495485811515,50628.4512629629,36865.6901910469,0.396698246809059,0.388045409217633,0.0184821111784984,0.00225614602809936,0.506101582659273,0.335995176885448,0.0162259651503991,0,"decline1418","nodecline1824","LC","EN","VU","LC","VU","EN","LC","LC","Mountain stream"
"125","25_N_U",133263.585243618,765291.034430996,65109.9832910976,85183.7982386892,32855.4701298839,0,0,1081703.87133429,781475.520456,63678.4841387756,0,84844.1266617117,3337.8046950616,115512.465252852,32855.4701298839,1081703.87133429,360222.555904093,138784.124341944,310163.052564404,122413.654471492,1789.38954365526,115475.624378813,32855.4701298839,1081703.87133429,41760.9058267734,0.170763820413793,0.111895135715246,0.0334595038291773,0.00308569173460054,0.273496884246196,0.145195481228425,0.0320280444506541,0.00165423235607731,"nodecline1418","decline1824","LC","LC","LC","VU","LC","VU","LC","LC","Upper foothill"
"126","25_P_F",51286.4983979075,221.513411346243,89050.4310028524,96930.0028655576,0,0,0,237488.445677664,0,132786.379272888,0,96930.0028655576,88.5529441219298,7683.5105950959,0,237488.445677664,0,64769.54148936,0,171069.709838695,88.5529441219298,1560.64140548712,0,237488.445677664,20833.8395796016,0.967646802465816,0.408519056718069,0.000372872641737359,0.000372872641737359,0.993428558593519,0.720701431576696,0.000372872641737359,0.000372872641737359,"nodecline1418","decline1824","VU","EN","LC","VU","VU","EN","CR","CR","Lowland river"
"127","25_P_L",1092.87673804314,116309.923593394,20351.0519682904,55143.8382204666,0,0,0,192897.690520194,111168.096814802,24451.6425860992,0,57277.9511192929,0,0,0,192897.690520194,64242.2680713895,104237.992160735,3899.56662766798,20517.8636604016,0,0,0,192897.690520194,3498.41515657031,0.423693998020344,0.296934353982307,0,0,0.646746238820709,0.106366559418468,0,0,"decline1418","nodecline1824","LC","LC","EN","LC","EN","LC","LC","LC","Lower foothill"
"128","26_N_F",433761.74696254,237726.958507149,164089.073495005,34317.3006338018,0,0,0,869895.079598495,238089.38613043,176435.352098019,0,58216.446147661,49803.5022489114,347350.392973474,0,869895.079598495,270142.150787305,169258.290645009,2820.41210101291,69728.418831434,35306.9726474801,318313.489930359,4325.34465589536,869895.079598495,141544.51661816,0.326999551056069,0.124175835603565,0.0572523094071282,0.0572523094071282,0.320290381350837,0.125717156815378,0.0455598821431062,0.0405876219736479,"decline1418","nodecline1824","LC","LC","LC","LC","LC","LC","LC","LC","Lowland river"
"129","26_N_L",6191983.66715912,1940062.40680047,2682235.47281653,767098.881202549,0,0,17753.0249171544,11599133.4528958,2056219.30132269,2793147.49835753,17594.7801189035,686958.18519143,267526.123736901,5777687.56416837,0,11599133.4528958,1799362.76735619,3059725.84023446,220150.142553982,791249.435147817,127400.423615767,5578728.70713741,22516.1368502022,11599133.4528958,285019.036973082,0.32309584353909,0.0822892772813159,0.0230643198324536,0.0230643198324536,0.344930235702167,0.08114106104873,0.0129248069327577,0.0109836156410426,"decline1418","nodecline1824","LC","LC","LC","LC","LC","LC","LC","LC","Lower foothill"
"130","26_N_M",103762.702558735,21200.7280806297,26883.8901294467,8385.23857292914,0,0,12824.2909539503,173056.85029569,26186.1885612757,38121.1233158742,16473.5965900217,12320.0593880188,254.523605819303,79701.3588346807,0,173056.85029569,30598.8269408041,46314.5519045586,6048.56275894279,10200.1991202127,193.350736491568,79701.3588346807,0,173056.85029569,232342.340024861,0.29294249966466,0.0726615731902712,0.00147075140558964,0.00147075140558964,0.327684813772871,0.0600585867531135,0.00111726716487213,0.00111726716487213,"decline1418","nodecline1824","LC","LC","LC","LC","LC","LC","LC","LC","Mountain stream"
"131","26_N_U",5256413.18699257,1360884.00947091,1881002.49831534,570895.654276718,0,0,76937.6941110932,9146133.04316664,1403683.77747201,1956594.47435171,84007.1874692875,562656.969586076,168847.048881806,4970343.58540575,0,9146133.04316664,1134417.16412525,2171794.27321744,337022.976087271,485163.532084157,90299.331535429,4921388.96170241,6046.80441467772,9146133.04316664,273399.934843686,0.293905465854551,0.0799795952032877,0.018461031354443,0.018461031354443,0.301034757340293,0.0635798391833725,0.0105340842403435,0.00987295189226385,"decline1418","nodecline1824","LC","LC","LC","LC","LC","LC","LC","LC","Upper foothill"
"132","26_P_F",938927.608049482,274375.75744434,1109373.06219144,822272.568721961,61410.0262453038,0,0,3206359.02265253,273481.628107141,1214086.05201314,0,962931.235675669,378069.476948631,343550.081204722,34240.5487032287,3206359.02265253,161260.748296161,781376.492714786,0,1221207.53607052,305880.501580148,343550.081204722,393083.662786193,3206359.02265253,183863.561457624,0.807560006551789,0.428910565414422,0.128591346988575,0.117912396670996,0.842559480727374,0.598863597891279,0.217993106644716,0.0953980821920253,"decline1418","decline1824","LC","EN","LC","LC","LC","EN","CR","CR","Lowland river"
"133","26_P_L",247488.43084768,453301.00167313,995831.267190031,581959.728960484,27023.1627923876,0,0,2305603.59146371,488530.514648945,1010774.30269038,0,589782.117588562,60042.1599744609,128834.060858138,27640.43570323,2305603.59146371,566804.983314,730171.784887206,9271.34026698322,738535.616526125,10866.2213255036,125038.638966995,124915.006176898,2305603.59146371,198772.444155031,0.732232991918984,0.2938339946097,0.03803021300033,0.0260418400616487,0.695908279660999,0.379213862810418,0.0588918355285009,0.00471296165816828,"decline1418","decline1824","LC","EN","LC","LC","LC","EN","EN","EN","Lower foothill"
"134","26_P_M",789.390092058193,0,2849.65334420163,618.139208040177,0,0,0,4257.1826443,0,3132.912970031,0,717.834870149068,0,406.434804119923,0,4257.1826443,0,283.259625829379,0,2949.34900631052,0,406.434804119923,618.139208040177,4257.1826443,112691.987690671,0.904529629551106,0.168617353335824,0,0,0.904529629551106,0.837992755402979,0.145199128082469,0,"decline1418","decline1824","VU","EN","LC","LC","VU","EN","CR","CR","Mountain stream"
"135","26_P_U",55217.7648609274,26784.0774079824,93475.0875715648,61993.1521556093,0,0,0,237470.081996084,28712.3134294672,90220.7594948802,0,61611.344621182,8933.79773281307,47991.8667177413,0,237470.081996084,22812.3196087558,41392.0903616759,0,100276.161489245,4187.41216583591,47991.8667177413,20810.2316528297,237470.081996084,177789.599928229,0.676994341761025,0.297069600351418,0.0376207295576729,0.0376207295576729,0.70183955077059,0.527535107811925,0.105266497609067,0.0176334304121096,"decline1418","decline1824","LC","EN","LC","LC","LC","EN","EN","EN","Upper foothill"
"136","27_N_F",4309.07750868261,1044.88014908943,0,0,0,0,0,5353.95765777203,1489.18432549484,0,0,0,0,3864.7733322772,0,5353.95765777203,2534.06447458426,0,0,0,0,2819.89318318777,0,5353.95765777203,141.037005898438,0,0,0,0,0,0,0,0,"nodecline1418","nodecline1824","LC","LC","LC","LC","LC","LC","LC","LC","Lowland river"
"137","27_N_L",164095.469318931,555844.486774478,97818.8403812871,11225.1561361091,0,0,41967.7628205999,870951.715431405,579757.065255782,97274.6984207289,47266.933580167,7841.62975480013,2903.91192306757,135907.476496859,0,870951.715431405,347649.555089109,51013.4977512598,314429.456982908,23189.7394131107,1844.5725650036,132824.893630014,0,870951.715431405,27325.5218370703,0.124025520800647,0.0123377008018695,0.00333418244848302,0.00333418244848302,0.0873157585913998,0.0287436278436104,0.00211788154535058,0.00211788154535058,"nodecline1418","decline1824","LC","LC","LC","VU","LC","VU","LC","LC","Lower foothill"
"138","27_N_M",144467.546142823,50540.2710393113,15968.9625359258,695.644878518124,0,0,0,211672.424596578,67859.9117002065,24243.9687181,0,1616.48850648109,529.078751408797,117422.976920381,0,211672.424596578,56531.4056410685,26272.0503864336,7585.73291617997,3459.18812183467,434.857627416856,117389.189903644,0,211672.424596578,19371.146177125,0.124671581696506,0.0101362624913428,0.00249951665842708,0.00249951665842708,0.14251311285907,0.0183965660934489,0.00205438959867183,0.00205438959867183,"nodecline1418","nodecline1824","LC","LC","LC","LC","LC","LC","LC","LC","Mountain stream"
"139","27_N_U",1113223.65233133,748192.355103314,223902.994007408,15299.8269210709,0,0,32548.4452468619,2133167.27360999,761295.016469272,230052.619275484,30339.0196534679,15172.8442621388,4952.03295811384,1091355.74099151,0,2133167.27360999,495360.887654574,216018.462396594,283971.467175647,56041.4058767265,2899.29915430574,1078875.75135214,0,2133167.27360999,28934.7593960469,0.117279830602482,0.00943427056528718,0.00232144615163416,0.00232144615163416,0.128897143149168,0.0276306062633738,0.00135915227566717,0.00135915227566717,"nodecline1418","decline1824","LC","LC","LC","VU","LC","VU","LC","LC","Upper foothill"
"140","28_N_L",67085.8159605678,7930.22574112325,18195.9264515545,0,0,0,66160.0419766358,159372.010129881,9859.89906405499,6944.30262162868,81476.3976022774,0,290.457825641982,60800.9530162782,0,159372.010129881,18121.6696841737,21537.1691410839,58621.7604627035,169.789759702993,290.457825641982,60631.1632565753,0,159372.010129881,27943.4635733821,0.0453954269722434,0.00182251466493565,0.00182251466493565,0.00182251466493565,0.138025596266885,0.0028878821630592,0.00182251466493565,0.00182251466493565,"nodecline1418","nodecline1824","LC","LC","LC","LC","LC","LC","LC","LC","Lower foothill"
"141","28_N_M",46974.2427485229,8359.49590595027,9565.04387967486,0,0,0,0,64898.782534148,9231.78102409,12576.4257347073,0,0,0,43090.5757753507,0,64898.782534148,2031.8306296568,16604.4891017453,0,3171.88702739524,0,43090.5757753507,0,64898.782534148,25266.3441823093,0.193785233614975,0,0,0,0.30472645798455,0.0488743687252727,0,0,"nodecline1418","decline1824","LC","LC","LC","VU","LC","VU","LC","LC","Mountain stream"
"142","28_N_U",562369.644121236,214444.973162477,164413.598019815,0,0,0,5567.44452105565,946795.659824584,217459.022811229,191440.703397226,0,106.381410013882,460.132180567305,537329.420025547,0,946795.659824584,28205.0535534669,343961.969298423,8477.36012049524,38750.6659705218,460.132180567305,526940.47870111,0,946795.659824584,33293.4507691506,0.202796891805969,0.000598348318037439,0.000485988899286416,0.000485988899286416,0.404704820383844,0.0414142140853854,0.000485988899286416,0.000485988899286416,"nodecline1418","decline1824","LC","LC","LC","VU","LC","VU","LC","LC","Upper foothill"
"143","28_P_F",86963.4069010942,291046.390639734,406668.76115997,0,0,0,0,784678.558700798,301742.710508067,470490.229627459,0,6510.09100188444,0,5935.52756338769,0,784678.558700798,17635.5394633506,597916.698296238,0,168675.695033068,0,450.625908141343,0,784678.558700798,20782.0369675872,0.607892640037366,0.0082965068048543,0,0,0.976950860742981,0.214961519163142,0,0,"nodecline1418","decline1824","LC","VU","LC","VU","LC","VU","CR","LC","Lowland river"
"144","28_P_L",6764.87511629496,68808.7097820868,82684.3853079444,0,0,0,0,158257.970206326,72934.1802325525,85323.7899737736,0,0,0,0,0,158257.970206326,4125.47045046575,154132.49975586,0,0,0,0,0,158257.970206326,5254.86361233594,0.539143714926548,0,0,0,0.973931989364661,0,0,0,"nodecline1418","nodecline1824","LC","VU","LC","LC","LC","VU","CR","LC","Lower foothill"
"145","28_P_U",2258.35793401437,9657.72645850028,3962.50222060143,0,0,0,0,15878.5866131161,10781.6648520708,5096.9217610453,0,0,0,0,0,15878.5866131161,1123.93839357051,14754.6482195456,0,0,0,0,0,15878.5866131161,380.016676070312,0.320993416179443,0,0,0,0.92921672306513,0,0,0,"nodecline1418","nodecline1824","LC","VU","LC","LC","LC","VU","CR","LC","Upper foothill"
"146","29_N_F",1976468.49839939,400389.328100486,618723.1051487,23063.7109974746,0,0,173116.567760309,3191761.21040636,441064.81356457,943714.145768537,175374.229120789,16080.1993534295,29479.4492851912,1586048.37331384,0,3191761.21040636,509050.098404998,532575.922337217,527830.309870055,23063.7109974746,13192.795482773,1586048.37331384,0,3191761.21040636,170113.784872138,0.309946054605134,0.014274140712682,0.00923610738456152,0.00923610738456152,0.178218980468481,0.0113594044448055,0.00413339050545495,0.00413339050545495,"nodecline1418","nodecline1824","LC","LC","LC","LC","LC","LC","LC","LC","Lowland river"
"147","29_N_L",2107696.51590029,240068.61167096,509252.967730726,403516.548683902,101443.785060767,0,0,3361978.42904664,288779.940734422,1325825.60421851,0,445512.594719496,116424.918896052,1101697.59378306,83737.7766951076,3361978.42904664,283744.14353357,1245891.86180022,22190.5605709944,628442.113456299,61633.8161640082,1080035.84589548,40040.0876260724,3361978.42904664,151631.654813334,0.586410929200466,0.192052181159815,0.0595371742607876,0.0346298827768107,0.587751504285212,0.217168560909957,0.0302422832079004,0.0183326030980769,"decline1418","decline1824","LC","LC","LC","LC","LC","LC","LC","LC","Lower foothill"
"148","29_N_M",9905.16273851727,139.679974753788,1228.74893821296,0,0,0,0,11273.591651484,139.679974753788,1228.74893821296,0,74.1032727667675,0,9831.0594657505,0,11273.591651484,139.679974753788,741.614465314423,0,561.237745665309,0,9831.0594657505,0,11273.591651484,63047.7555447609,0.115566737846871,0.00657317340006836,0,0,0.115566737846871,0.0497834020439644,0,0,"nodecline1418","decline1824","LC","LC","LC","LC","LC","LC","LC","LC","Mountain stream"
"149","29_N_U",997825.280034013,99869.0547289245,185592.711764518,61779.940758395,3443.79932989971,0,3521.82838547305,1352032.61500122,132883.742200378,294318.33448322,0,75462.7232169235,21323.5050899339,814843.346993806,13200.9630169622,1352032.61500122,110228.963929705,280997.562194469,3521.82838547305,120664.898717188,15223.6619264806,811089.954227436,10305.7456204726,1352032.61500122,110141.192139503,0.299035334888481,0.0813495104359743,0.0255352331917414,0.0157714428286293,0.315962694774359,0.108129274872566,0.018882242383576,0.0112598333483744,"decline1418","decline1824","LC","LC","LC","LC","LC","LC","LC","LC","Upper foothill"
"150","29_P_F",282161.801885189,191493.257757309,138008.951907602,425418.698629035,6885.06273241445,0,0,1043967.77291155,148276.963179684,216375.5410886,0,477655.899464865,122012.598577829,62095.9082375786,17550.8623629939,1043967.77291155,141860.218332967,215020.290943861,0,280063.808990137,105633.847154096,62095.9082375786,239293.69925291,1043967.77291155,75884.7117834974,0.798487197712485,0.591224534340086,0.133685602718933,0.116873912915477,0.804633694772275,0.598669203795524,0.330400569210129,0.101184969397562,"decline1418","decline1824","LC","EN","LC","LC","LC","EN","CR","EN","Lowland river"
"151","29_P_L",69095.3828440091,47172.925921519,29230.2080109687,133771.857008429,51286.8859390057,0,0,330557.259723932,32557.1392063324,32360.3098993441,0,131258.384630336,27507.6455876657,55586.8944612481,51286.8859390057,330557.259723932,25113.6422483602,56362.0512588293,14450.3258465053,147609.120550492,5508.50033644409,41136.5686147429,40377.0508685579,330557.259723932,94655.0299385155,0.733347155221474,0.635450924092349,0.238368782438714,0.0832159778025718,0.755865181188257,0.585359014402204,0.138812716572384,0.0166642848535366,"decline1418","nodecline1824","LC","EN","LC","LC","LC","EN","EN","EN","Lower foothill"
"152","29_P_U",449.526607250455,0,922.145487850269,7319.68129592534,23168.9703744491,0,0,31860.3237654752,0,922.145487850269,0,6539.78997871011,1438.65171753976,0,22959.736581375,31860.3237654752,0,922.145487850269,0,30938.1782776249,0,0,0,31860.3237654752,2756.09428788844,1,0.971056619052643,0.765792227301646,0.045154962269992,1,0.971056619052643,0,0,"decline1418","nodecline1824","EN","EN","EN","LC","EN","EN","CR","CR","Upper foothill"
"153","2_N_F",949.254239725727,0,0,4446.43357018151,0,0,0,5395.68780990724,0,0,0,949.254239725727,4446.43357018151,0,0,5395.68780990724,0,4427.9688874694,0,967.718922437843,0,0,0,5395.68780990724,2.17130502080083,1,1,0.824071689621708,0.824071689621708,1,0.179350428811129,0,0,"decline1418","nodecline1824","EN","VU","CR","LC","CR","VU","CR","CR","Lowland river"
