"","RIVTYPE","DDef14","B14","C14","D14","E14","F14","A14","tot_leng14","B18","C18","A18","D18","F18","DDef18","E18","tot_leng18","B","C","A","D","F","DDef","E","tot_leng24","eoo_km2","prp18_cdef","prp18_def","prp18_ef","prp18_f","prp24_cdef","prp24_def","prp24_ef","prp24_f","pes_decline1418","pes_decline1824","D3_18","D3_24","B1_18","B1_24","RLE_18","RLE_24","A3sa_24","A3sa_18","zone"
"207","8_N_F",7030.05433161144,0,0,0,0,0,0,7030.05433161144,0,1574.78856402816,0,5019.482161263,435.783606320275,0,0,7030.05433161144,0,1574.78856402816,0,5019.482161263,435.783606320275,0,0,7030.05433161144,265.3712602497,1,0.77599197819184,0.0619886541076539,0.0619886541076539,1,0.77599197819184,0.0619886541076539,0.0619886541076539,"decline1418","nodecline1824","VU","EN","CR","LC","CR","EN","CR","CR","Lowland river"
"208","8_N_L",584598.055329613,34475.028686536,278263.81620466,121012.358021301,62545.6344164784,0,0,1080894.89265859,52514.7104007511,533483.387721436,0,216737.74905746,73137.8057447274,145116.664603422,59904.5751307926,1080894.89265859,66531.3282310002,531304.855687741,0,219509.359515364,44027.11146992,145116.664603422,74405.573151142,1080894.89265859,35636.0359596805,0.817159488543724,0.323602352373647,0.123085400605684,0.0676641237195934,0.804191883714198,0.312650236791496,0.109569103735667,0.0407320931655344,"decline1418","nodecline1824","LC","EN","VU","LC","VU","EN","CR","CR","Lower foothill"
"209","8_N_M",15962.2520204481,3997.72122623155,6496.13854844809,5301.95473510862,0,0,0,31758.0665302363,6565.70747589123,13908.1328715567,0,11177.536673002,106.689509786385,0,0,31758.0665302363,2991.90829093542,16722.8788338114,0,11947.6283971964,95.6510082930954,0,0,31758.0665302363,35140.5517136537,0.793258589289744,0.355318425069892,0.00335944600672737,0.00335944600672737,0.905790603212986,0.379219540774729,0.0030118649761637,0.0030118649761637,"decline1418","decline1824","LC","EN","VU","VU","VU","EN","CR","EN","Mountain stream"
"210","8_N_U",301201.2346655,119578.96575132,250824.348137759,99529.2564705022,0,0,0,771133.805025082,132686.83648328,388009.339381137,19061.7469903657,171719.430013723,22636.6025977118,27245.9138311842,9773.93572768074,771133.805025082,56133.323809939,488593.015646382,869.672901014874,173061.462770792,15456.4803380888,27245.9138311842,9773.93572768074,771133.805025082,40286.7090508539,0.767881402503152,0.26471407038429,0.0420297205416099,0.0293549607736046,0.890746703110237,0.257143283752308,0.0327185968263302,0.0200438370583249,"decline1418","nodecline1824","LC","LC","VU","LC","VU","LC","CR","EN","Upper foothill"
"211","8_P_F",257972.60947934,20024.9535201636,199870.938450747,144013.459452297,0,0,0,621881.960902548,15965.8977217447,206017.448416403,0,298336.692363892,101561.922400508,0,0,621881.960902548,47335.9194575888,135314.130728274,0,365187.125541143,74044.7851755434,0,0,621881.960902548,28481.4993175886,0.974326481992542,0.64304585099079,0.163313826072571,0.163313826072571,0.923882790571881,0.706294664150124,0.119065658486187,0.119065658486187,"decline1418","decline1824","VU","EN","VU","VU","VU","EN","CR","CR","Lowland river"
"212","8_P_L",503505.997329268,68635.6256765496,313246.451764647,418075.928610564,96272.1518247622,2771.04850150291,0,1402507.20370729,57869.482690134,460120.138656051,0,649040.297216387,93172.6284895847,0,142304.656655136,1402507.20370729,39490.5779818162,397103.587176091,0,818190.649570374,34444.7544743673,0,113277.634504645,1402507.20370729,44528.0385473063,0.958738548695389,0.630668833659488,0.167897380150545,0.0664329054733541,0.971842869771057,0.68870451146073,0.105327365583957,0.0245594135868381,"decline1418","decline1824","VU","EN","VU","VU","VU","EN","CR","CR","Lower foothill"
"213","8_P_M",20131.2797638526,0,1250.13084703697,3713.04687378981,284.627465698636,0,0,25379.084950378,0,5811.65582332996,0,15925.2233516856,290.413259563167,0,3351.7925157993,25379.084950378,0,5649.40636586316,0,16662.5135344142,0,0,3067.16505010066,25379.084950378,25071.900952037,1,0.771006092824343,0.143512099923375,0.0114430153857396,1,0.777399130941519,0.120854044032623,0,"decline1418","decline1824","VU","EN","VU","VU","VU","EN","CR","CR","Mountain stream"
"214","8_P_U",580978.440217228,14824.8697316441,51932.3024025189,91775.1462027719,36074.0431393244,2633.79069689291,0,778218.592390381,16068.0551282312,161725.549486678,0,459266.195686101,34939.8652027451,0,106218.926886625,778218.592390381,28536.5128071502,157125.074984045,0,487638.206438921,17733.1345684847,0,87185.6635917799,778218.592390381,44729.3477342623,0.979352774033737,0.771537706303318,0.181387072308033,0.0448972377997595,0.963330980413232,0.761427458034745,0.13481918729029,0.0227868297440897,"decline1418","nodecline1824","VU","EN","VU","LC","VU","EN","CR","CR","Upper foothill"
"215","9_N_F",8109.32960668953,0,0,0,0,0,0,8109.32960668953,500.988014873733,0,0,240.922029876295,7367.41956193951,0,0,8109.32960668953,500.988014873733,0,0,240.922029876295,7367.41956193951,0,0,8109.32960668953,1754.29266735365,0.938220785296424,0.938220785296424,0.908511544019864,0.908511544019864,0.938220785296424,0.938220785296424,0.908511544019864,0.908511544019864,"decline1418","nodecline1824","CR","CR","CR","LC","CR","CR","CR","CR","Lowland river"
"216","9_N_L",18703.2186247549,0,0,0,0,0,0,18703.2186247549,1905.94983650533,0,385.536771030696,7961.76117739429,3136.57617786163,0,5313.39466196291,18703.2186247549,1905.94983650533,0,385.536771030696,7961.76117739429,3136.57617786163,0,5313.39466196291,18703.2186247549,4475.21787720363,0.877481696946904,0.877481696946904,0.451792336354369,0.167702481631166,0.877481696946904,0.877481696946904,0.451792336354369,0.167702481631166,"decline1418","nodecline1824","VU","EN","EN","LC","EN","EN","CR","CR","Lower foothill"
"217","9_N_M",121401.964559674,0,0,2457.38482658572,0,0,0,123859.34938626,55488.7190250032,29406.8961185939,9692.51656399119,17442.1429533437,849.942113559844,877.440390263177,10101.6922215048,123859.34938626,55488.7190250032,29406.8961185939,9692.51656399119,17442.1429533437,849.942113559844,877.440390263177,10101.6922215048,123859.34938626,30746.3591964339,0.466663789963475,0.229242099438624,0.0884199246107094,0.00686215548338842,0.466663789963475,0.229242099438624,0.0884199246107094,0.00686215548338842,"decline1418","nodecline1824","LC","LC","VU","LC","VU","LC","LC","LC","Mountain stream"
"218","9_N_U",684225.293493048,0,0,33337.3688760378,0,0,0,717562.662369085,201741.066279699,169356.12332781,11416.3701864103,171170.09322791,21120.542975187,306.011951753555,142452.454420316,717562.662369086,201741.066279699,169356.12332781,11416.3701864103,171781.32340999,20509.3127931075,306.011951753555,142452.454420316,717562.662369086,34319.7404274664,0.702515947926975,0.466500151385015,0.22795639457529,0.0294337262552876,0.702515947926975,0.466500151385015,0.2271045802124,0.0285819118923976,"decline1418","nodecline1824","LC","EN","VU","LC","VU","EN","EN","EN","Upper foothill"
"219","9_P_F",18724.7800546778,0,0,0,0,0,0,18724.7800546778,0,0,0,18724.7800546778,0,0,0,18724.7800546778,0,0,0,18724.7800546778,0,0,0,18724.7800546778,31.9437378676481,1,1,0,0,1,1,0,0,"decline1418",NA,"EN","EN","CR","LC","CR","EN","CR","CR","Lowland river"
"220","9_P_L",640824.099149608,0,22685.9189717623,11155.9092539091,1567.22393027276,0,0,676233.151305552,152025.693465857,190418.899549319,0,251777.863091784,64263.951110331,0,17746.7440882607,676233.151305552,152025.693465857,192042.749955074,0,255112.6992635,49480.1276427525,0,27571.8809783685,676233.151305552,35904.3100389347,0.775187458390124,0.493599814865561,0.121275768631366,0.0950322399696931,0.775187458390124,0.491198497505389,0.113942962530545,0.0731702188028271,"decline1418","nodecline1824","LC","EN","VU","LC","VU","EN","EN","EN","Lower foothill"
"221","9_P_M",129269.362032041,0,0,432.152113092992,493.197090826042,0,0,130194.71123596,33010.5083663706,61583.7730428287,0,29383.0012067342,1882.71242137306,2228.66321569237,2106.05298296087,130194.71123596,33010.5083663706,61583.7730428287,0,29444.0461844672,1882.71242137306,2228.66321569237,2045.00800522782,130194.71123596,33230.0437843782,0.729334845881743,0.256321983391372,0.030636923469993,0.0144607442460616,0.729334845881743,0.256321983391372,0.0301680489884296,0.0144607442460616,"decline1418","nodecline1824","LC","LC","VU","LC","VU","LC","EN","EN","Mountain stream"
"222","9_P_U",1442349.96410872,0,20707.7747740559,26885.1779114845,31550.0632112905,0,0,1521492.98000555,274475.381026394,778151.676183352,0,306492.496480901,70324.6400826605,19554.0686444782,72494.7175877614,1521492.98000555,274475.381026394,778889.31837783,0,314516.519230968,67268.5267104074,19554.0686444782,66789.1660154692,1521492.98000555,38659.4671810917,0.806749387913837,0.29530984372316,0.0938679044512589,0.0462208114048637,0.806749387913837,0.294825029002243,0.088109307428673,0.0442121834240485,"decline1418","nodecline1824","LC","LC","VU","LC","VU","LC","CR","CR","Upper foothill"
