"","RIVTYPE","B","C","A","D","F","Data defic","E","tot_leng24","prcDDef24","prp24_ab"
"197","6_P_M",1093.99754711807,19520.1110220454,3602.11459570272,2051.09766786979,83.1870352292983,0,0,26350.5078679653,0,0.17821713973604
"198","6_P_U",125410.807962421,335432.923335223,19534.7611269035,29898.0963746408,10069.8026108255,0,0,520346.391410014,0,0.278555922520298
"199","7_N_F",21077.866775233,9371.50113244941,0,3314.66012185642,710.885483070124,0,0,34474.9135126089,0,0.611397234325879
"200","7_N_L",15770.192832723,159217.374669401,0,38707.8678253306,1653.01385053307,0,0,215348.449177988,0,0.0732310489948723
"201","7_N_M",21198.3439896344,18614.0068592817,0,5596.66796948256,38.5455394225918,0,0,45447.5643578212,0,0.466435204816125
"202","7_N_U",139712.255044006,268781.625635341,0,163544.861193956,9080.04298195444,25165.0153024987,8453.02468162341,614736.82483938,0.0409362417959488,0.227271654143235
"203","7_P_F",6149.0787627062,65458.6641173517,0,62696.4680696934,121.693912933622,0,0,134425.904862685,0,0.0457432573653674
"204","7_P_L",23033.6133863956,208695.466648855,0,393398.55525315,14369.54540076,364.909304090824,134288.869773507,774150.959766759,0.000471367114497625,0.0297533873668972
"205","7_P_M",1342.6467381749,8841.88011957096,1030.40649539391,15208.9575301854,48.6917870643394,0,0,26472.5826703895,0,0.0896419236126573
"206","7_P_U",52211.6824316707,300320.120195405,2718.45463720988,336391.144253098,23636.783148161,0,97790.4418479796,813068.626513524,0,0.0675590414851248
"207","8_N_F",0,1574.78856402816,0,5019.482161263,435.783606320275,0,0,7030.05433161144,0,0
"208","8_N_L",66531.3282310002,531304.855687741,0,219509.359515364,44027.11146992,145116.664603422,74405.573151142,1080894.89265859,0.134256036908908,0.0615520793768934
"209","8_N_M",2991.90829093542,16722.8788338114,0,11947.6283971964,95.6510082930954,0,0,31758.0665302363,0,0.0942093967870138
"210","8_N_U",56133.323809939,488593.015646382,869.672901014874,173061.462770792,15456.4803380888,27245.9138311842,9773.93572768074,771133.805025082,0.0353322778143516,0.0739210190754118
"211","8_P_F",47335.9194575888,135314.130728274,0,365187.125541143,74044.7851755434,0,0,621881.960902548,0,0.0761172094281193
"212","8_P_L",39490.5779818162,397103.587176091,0,818190.649570374,34444.7544743673,0,113277.634504645,1402507.20370729,0,0.0281571302289425
"213","8_P_M",0,5649.40636586316,0,16662.5135344142,0,0,3067.16505010066,25379.084950378,0,0
"214","8_P_U",28536.5128071502,157125.074984045,0,487638.206438921,17733.1345684847,0,87185.6635917799,778218.592390381,0,0.0366690195867684
"215","9_N_F",500.988014873733,0,0,240.922029876295,7367.41956193951,0,0,8109.32960668953,0,0.0617792147035754
"216","9_N_L",1905.94983650533,0,385.536771030696,7961.76117739429,3136.57617786163,0,5313.39466196291,18703.2186247549,0,0.122518303053096
"217","9_N_M",55488.7190250032,29406.8961185939,9692.51656399119,17442.1429533437,849.942113559844,877.440390263177,10101.6922215048,123859.34938626,0.00708416760309994,0.526252042433425
"218","9_N_U",201741.066279699,169356.12332781,11416.3701864103,171781.32340999,20509.3127931075,306.011951753555,142452.454420316,717562.662369086,0.000426460249120591,0.297057591823904
"219","9_P_F",0,0,0,18724.7800546778,0,0,0,18724.7800546778,0,0
"220","9_P_L",152025.693465857,192042.749955074,0,255112.6992635,49480.1276427525,0,27571.8809783685,676233.151305552,0,0.224812541609876
"221","9_P_M",33010.5083663706,61583.7730428287,0,29444.0461844672,1882.71242137306,2228.66321569237,2045.00800522782,130194.71123596,0.0171179243345241,0.253547229783733
"222","9_P_U",274475.381026394,778889.31837783,0,314516.519230968,67268.5267104074,19554.0686444782,66789.1660154692,1521492.98000555,0.0128518954089469,0.180398716677216
"223","Total",36947168.372441,70448430.7548573,8595377.6011474,35328141.953497,2937442.87295985,18148380.207986,7118796.58181401,179523738.344703,10.2419586487829,0.253685369932206
